Gene,Transcript,Exon
ENSG00000140598,ENST00000359445,ENSE00003967043
ENSG00000140598,ENST00000359445,ENSE00003967040
ENSG00000140598,ENST00000359445,ENSE00003967032
ENSG00000140598,ENST00000359445,ENSE00003967044
ENSG00000140598,ENST00000359445,ENSE00003967036
ENSG00000140598,ENST00000359445,ENSE00002564911
ENSG00000140598,ENST00000359445,ENSE00003966881
ENSG00000140598,ENST00000359445,ENSE00003967027
ENSG00000140598,ENST00000561340,ENSE00002566614
ENSG00000140598,ENST00000561340,ENSE00003523411
ENSG00000140598,ENST00000561340,ENSE00002564911
ENSG00000140598,ENST00000561340,ENSE00003966881
ENSG00000140598,ENST00000561340,ENSE00003966882
ENSG00000140598,ENST00000696330,ENSE00002556567
ENSG00000140598,ENST00000696330,ENSE00003786417
ENSG00000140598,ENST00000696330,ENSE00003967042
ENSG00000140598,ENST00000696330,ENSE00003967035
ENSG00000140598,ENST00000696330,ENSE00003967034
ENSG00000140598,ENST00000696330,ENSE00003967033
ENSG00000140598,ENST00000696330,ENSE00003967038
ENSG00000140598,ENST00000696330,ENSE00003967046
ENSG00000140598,ENST00000696330,ENSE00003967039
ENSG00000140598,ENST00000696330,ENSE00003967045
ENSG00000140598,ENST00000696330,ENSE00003967037
ENSG00000140598,ENST00000696330,ENSE00003967047
ENSG00000140598,ENST00000696330,ENSE00003967043
ENSG00000140598,ENST00000696330,ENSE00003967040
ENSG00000140598,ENST00000696330,ENSE00003967032
ENSG00000140598,ENST00000696330,ENSE00003967044
ENSG00000140598,ENST00000696330,ENSE00003967036
ENSG00000140598,ENST00000696330,ENSE00002564911
ENSG00000140598,ENST00000696330,ENSE00003966881
ENSG00000140598,ENST00000696330,ENSE00003966882
ENSG00000140598,ENST00000696327,ENSE00003967025
ENSG00000140598,ENST00000696327,ENSE00003967044
ENSG00000140598,ENST00000696327,ENSE00003967036
ENSG00000140598,ENST00000696327,ENSE00002564911
ENSG00000140598,ENST00000696327,ENSE00003966881
ENSG00000140598,ENST00000696327,ENSE00003967079
ENSG00000140598,ENST00000268206,ENSE00002573677
ENSG00000140598,ENST00000268206,ENSE00003786417
ENSG00000140598,ENST00000268206,ENSE00003967042
ENSG00000140598,ENST00000268206,ENSE00003967035
ENSG00000140598,ENST00000268206,ENSE00003967034
ENSG00000140598,ENST00000268206,ENSE00003967033
ENSG00000140598,ENST00000268206,ENSE00003967038
ENSG00000140598,ENST00000268206,ENSE00003967046
ENSG00000140598,ENST00000268206,ENSE00003967039
ENSG00000140598,ENST00000268206,ENSE00003967045
ENSG00000140598,ENST00000268206,ENSE00003967037
ENSG00000140598,ENST00000268206,ENSE00003967047
ENSG00000140598,ENST00000268206,ENSE00003967043
ENSG00000140598,ENST00000268206,ENSE00003967040
ENSG00000140598,ENST00000268206,ENSE00003967032
ENSG00000140598,ENST00000268206,ENSE00003967044
ENSG00000140598,ENST00000268206,ENSE00003967036
ENSG00000140598,ENST00000268206,ENSE00002564911
ENSG00000140598,ENST00000268206,ENSE00003966881
ENSG00000140598,ENST00000268206,ENSE00003967079
ENSG00000140598,ENST00000696336,ENSE00003967068
ENSG00000140598,ENST00000696336,ENSE00003786417
ENSG00000140598,ENST00000696336,ENSE00003967042
ENSG00000140598,ENST00000696336,ENSE00003967035
ENSG00000140598,ENST00000696336,ENSE00003967034
ENSG00000140598,ENST00000696336,ENSE00003967033
ENSG00000140598,ENST00000696336,ENSE00003967038
ENSG00000140598,ENST00000696336,ENSE00003967046
ENSG00000140598,ENST00000696336,ENSE00003967039
ENSG00000140598,ENST00000696336,ENSE00003967045
ENSG00000140598,ENST00000696336,ENSE00003967037
ENSG00000140598,ENST00000696336,ENSE00003967047
ENSG00000140598,ENST00000696336,ENSE00003967043
ENSG00000140598,ENST00000696336,ENSE00003967040
ENSG00000140598,ENST00000696336,ENSE00003967032
ENSG00000140598,ENST00000696336,ENSE00003967044
ENSG00000140598,ENST00000696336,ENSE00003967036
ENSG00000140598,ENST00000696336,ENSE00003834243
ENSG00000140598,ENST00000696336,ENSE00003831682
ENSG00000140598,ENST00000696336,ENSE00003966878
ENSG00000140598,ENST00000650113,ENSE00003839045
ENSG00000140598,ENST00000650113,ENSE00003786417
ENSG00000140598,ENST00000650113,ENSE00003967042
ENSG00000140598,ENST00000650113,ENSE00003967035
ENSG00000140598,ENST00000650113,ENSE00003967034
ENSG00000140598,ENST00000650113,ENSE00003967033
ENSG00000140598,ENST00000650113,ENSE00003967038
ENSG00000140598,ENST00000650113,ENSE00003967046
ENSG00000140598,ENST00000650113,ENSE00003967039
ENSG00000140598,ENST00000650113,ENSE00003967045
ENSG00000140598,ENST00000650113,ENSE00003832497
ENSG00000140598,ENST00000650113,ENSE00003841167
ENSG00000140598,ENST00000650113,ENSE00003839875
ENSG00000140598,ENST00000650113,ENSE00003835472
ENSG00000140598,ENST00000650113,ENSE00003836550
ENSG00000140598,ENST00000650113,ENSE00003838972
ENSG00000140598,ENST00000650113,ENSE00003966880
ENSG00000140598,ENST00000650113,ENSE00003967069
ENSG00000140598,ENST00000650113,ENSE00003967067
ENSG00000140598,ENST00000650113,ENSE00003834156
ENSG00000140598,ENST00000696337,ENSE00003967071
ENSG00000140598,ENST00000696337,ENSE00003967075
ENSG00000140598,ENST00000696337,ENSE00003967072
ENSG00000140598,ENST00000696337,ENSE00003967074
ENSG00000140598,ENST00000696337,ENSE00003967078
ENSG00000140598,ENST00000696337,ENSE00003967073
ENSG00000140598,ENST00000696337,ENSE00003967070
ENSG00000140598,ENST00000696337,ENSE00003967076
ENSG00000140598,ENST00000696337,ENSE00003841167
ENSG00000140598,ENST00000696337,ENSE00003839875
ENSG00000140598,ENST00000696337,ENSE00003835472
ENSG00000140598,ENST00000696337,ENSE00003836550
ENSG00000140598,ENST00000696337,ENSE00003838972
ENSG00000140598,ENST00000696337,ENSE00003966880
ENSG00000140598,ENST00000696337,ENSE00003967069
ENSG00000140598,ENST00000696337,ENSE00003967067
ENSG00000140598,ENST00000696337,ENSE00003967077
ENSG00000140598,ENST00000561389,ENSE00003966873
ENSG00000140598,ENST00000561389,ENSE00003786417
ENSG00000140598,ENST00000561389,ENSE00003967042
ENSG00000140598,ENST00000561389,ENSE00003459535
ENSG00000140598,ENST00000561389,ENSE00003967072
ENSG00000140598,ENST00000561389,ENSE00002545935
ENSG00000140598,ENST00000561389,ENSE00003967078
ENSG00000140598,ENST00000561389,ENSE00003967073
ENSG00000140598,ENST00000561389,ENSE00003967070
ENSG00000140598,ENST00000561389,ENSE00003967076
ENSG00000140598,ENST00000561389,ENSE00003841167
ENSG00000140598,ENST00000561389,ENSE00003839875
ENSG00000140598,ENST00000561389,ENSE00003835472
ENSG00000140598,ENST00000561389,ENSE00003836550
ENSG00000140598,ENST00000561389,ENSE00003838972
ENSG00000140598,ENST00000561389,ENSE00003966880
ENSG00000140598,ENST00000561389,ENSE00003967069
ENSG00000140598,ENST00000561389,ENSE00003967067
ENSG00000140598,ENST00000561389,ENSE00003967077
ENSG00000140598,ENST00000696329,ENSE00002546035
ENSG00000140598,ENST00000696329,ENSE00003838972
ENSG00000140598,ENST00000696329,ENSE00003966880
ENSG00000140598,ENST00000696329,ENSE00003967069
ENSG00000140598,ENST00000696329,ENSE00003967067
ENSG00000140598,ENST00000696329,ENSE00003967030
ENSG00000140598,ENST00000561331,ENSE00002537861
ENSG00000140598,ENST00000561331,ENSE00003967078
ENSG00000140598,ENST00000561331,ENSE00003967073
ENSG00000140598,ENST00000561331,ENSE00003967070
ENSG00000140598,ENST00000561331,ENSE00003967076
ENSG00000140598,ENST00000561331,ENSE00003841167
ENSG00000140598,ENST00000561331,ENSE00003839875
ENSG00000140598,ENST00000561331,ENSE00003835472
ENSG00000140598,ENST00000561331,ENSE00003836550
ENSG00000140598,ENST00000561331,ENSE00003838972
ENSG00000140598,ENST00000561331,ENSE00003966880
ENSG00000140598,ENST00000561331,ENSE00003967069
ENSG00000140598,ENST00000561331,ENSE00003967067
ENSG00000140598,ENST00000561331,ENSE00003967066
ENSG00000140598,ENST00000557939,ENSE00003966871
ENSG00000140598,ENST00000557939,ENSE00003786417
ENSG00000140598,ENST00000557939,ENSE00003967042
ENSG00000140598,ENST00000557939,ENSE00003967035
ENSG00000140598,ENST00000557939,ENSE00003967034
ENSG00000140598,ENST00000557939,ENSE00003967038
ENSG00000140598,ENST00000557939,ENSE00003967046
ENSG00000140598,ENST00000557939,ENSE00003967039
ENSG00000140598,ENST00000557939,ENSE00003967045
ENSG00000140598,ENST00000557939,ENSE00003967037
ENSG00000140598,ENST00000557939,ENSE00003967047
ENSG00000140598,ENST00000557939,ENSE00003967043
ENSG00000140598,ENST00000557939,ENSE00003967040
ENSG00000140598,ENST00000557939,ENSE00003967032
ENSG00000140598,ENST00000557939,ENSE00003967044
ENSG00000140598,ENST00000557939,ENSE00003967036
ENSG00000140598,ENST00000557939,ENSE00002564911
ENSG00000140598,ENST00000557939,ENSE00003966881
ENSG00000140598,ENST00000557939,ENSE00003966870
ENSG00000140598,ENST00000559429,ENSE00003967156
ENSG00000140598,ENST00000559429,ENSE00002569117
ENSG00000140598,ENST00000560095,ENSE00003967031
ENSG00000140598,ENST00000560095,ENSE00002563039
ENSG00000140598,ENST00000696335,ENSE00002570593
ENSG00000140598,ENST00000696335,ENSE00003967063
ENSG00000140598,ENST00000696335,ENSE00003967064
ENSG00000140598,ENST00000696335,ENSE00003967065
ENSG00000140598,ENST00000696335,ENSE00003967061
ENSG00000140598,ENST00000557844,ENSE00003967062
ENSG00000140598,ENST00000557844,ENSE00003967041
ENSG00000140598,ENST00000557844,ENSE00003786417
ENSG00000140598,ENST00000558974,ENSE00002540363
ENSG00000140598,ENST00000558974,ENSE00002575066
ENSG00000169692,ENST00000371694,ENSE00001950786
ENSG00000169692,ENST00000371694,ENSE00001195414
ENSG00000169692,ENST00000371694,ENSE00001195409
ENSG00000169692,ENST00000371694,ENSE00003541941
ENSG00000169692,ENST00000371694,ENSE00001390768
ENSG00000169692,ENST00000371696,ENSE00001455876
ENSG00000169692,ENST00000371696,ENSE00001195414
ENSG00000169692,ENST00000371696,ENSE00001195409
ENSG00000169692,ENST00000371696,ENSE00003601996
ENSG00000169692,ENST00000371696,ENSE00003541941
ENSG00000169692,ENST00000371696,ENSE00001390768
ENSG00000169692,ENST00000538402,ENSE00002274486
ENSG00000169692,ENST00000538402,ENSE00001195414
ENSG00000169692,ENST00000538402,ENSE00001195409
ENSG00000169692,ENST00000538402,ENSE00003601996
ENSG00000169692,ENST00000538402,ENSE00003541941
ENSG00000169692,ENST00000538402,ENSE00002254625
ENSG00000169692,ENST00000538402,ENSE00002306630
ENSG00000169692,ENST00000472820,ENSE00001854401
ENSG00000169692,ENST00000472820,ENSE00003487359
ENSG00000169692,ENST00000472820,ENSE00003657194
ENSG00000169692,ENST00000472820,ENSE00001889541
ENSG00000169692,ENST00000470861,ENSE00001912853
ENSG00000169692,ENST00000470861,ENSE00001870774
ENSG00000105221,ENST00000392038,ENSE00003847892
ENSG00000105221,ENST00000392038,ENSE00003641454
ENSG00000105221,ENST00000392038,ENSE00003514442
ENSG00000105221,ENST00000392038,ENSE00003786939
ENSG00000105221,ENST00000392038,ENSE00003566922
ENSG00000105221,ENST00000392038,ENSE00003653262
ENSG00000105221,ENST00000392038,ENSE00003693546
ENSG00000105221,ENST00000392038,ENSE00003535774
ENSG00000105221,ENST00000392038,ENSE00003480378
ENSG00000105221,ENST00000392038,ENSE00003665305
ENSG00000105221,ENST00000392038,ENSE00003560725
ENSG00000105221,ENST00000392038,ENSE00003581266
ENSG00000105221,ENST00000392038,ENSE00003513249
ENSG00000105221,ENST00000392038,ENSE00001510510
ENSG00000105221,ENST00000424901,ENSE00001854668
ENSG00000105221,ENST00000424901,ENSE00003641454
ENSG00000105221,ENST00000424901,ENSE00003514442
ENSG00000105221,ENST00000424901,ENSE00003786939
ENSG00000105221,ENST00000424901,ENSE00003566922
ENSG00000105221,ENST00000424901,ENSE00003653262
ENSG00000105221,ENST00000424901,ENSE00003693546
ENSG00000105221,ENST00000424901,ENSE00003535774
ENSG00000105221,ENST00000424901,ENSE00003480378
ENSG00000105221,ENST00000424901,ENSE00003560725
ENSG00000105221,ENST00000424901,ENSE00003581266
ENSG00000105221,ENST00000424901,ENSE00003513249
ENSG00000105221,ENST00000424901,ENSE00003496716
ENSG00000105221,ENST00000483166,ENSE00001948379
ENSG00000105221,ENST00000483166,ENSE00001899504
ENSG00000105221,ENST00000483166,ENSE00003466498
ENSG00000105221,ENST00000483166,ENSE00003553878
ENSG00000105221,ENST00000483166,ENSE00003573080
ENSG00000105221,ENST00000483166,ENSE00001868732
ENSG00000105221,ENST00000476266,ENSE00002712681
ENSG00000105221,ENST00000476266,ENSE00003647381
ENSG00000105221,ENST00000476266,ENSE00003480254
ENSG00000105221,ENST00000476266,ENSE00003471403
ENSG00000105221,ENST00000476266,ENSE00003555057
ENSG00000105221,ENST00000476266,ENSE00003607339
ENSG00000105221,ENST00000476266,ENSE00003466498
ENSG00000105221,ENST00000476266,ENSE00003553878
ENSG00000105221,ENST00000476266,ENSE00003573080
ENSG00000105221,ENST00000476266,ENSE00001869984
ENSG00000105221,ENST00000489375,ENSE00001883490
ENSG00000105221,ENST00000489375,ENSE00001891060
ENSG00000105221,ENST00000489375,ENSE00003573080
ENSG00000105221,ENST00000489375,ENSE00001899563
ENSG00000105221,ENST00000391844,ENSE00001510511
ENSG00000105221,ENST00000391844,ENSE00003564354
ENSG00000105221,ENST00000391844,ENSE00003663637
ENSG00000105221,ENST00000391844,ENSE00003669451
ENSG00000105221,ENST00000391844,ENSE00003647381
ENSG00000105221,ENST00000391844,ENSE00003480254
ENSG00000105221,ENST00000391844,ENSE00003471403
ENSG00000105221,ENST00000391844,ENSE00003555057
ENSG00000105221,ENST00000391844,ENSE00003607339
ENSG00000105221,ENST00000391844,ENSE00003466498
ENSG00000105221,ENST00000391844,ENSE00003553878
ENSG00000105221,ENST00000391844,ENSE00003573080
ENSG00000105221,ENST00000391844,ENSE00002263077
ENSG00000105221,ENST00000496089,ENSE00001844354
ENSG00000105221,ENST00000496089,ENSE00001878314
ENSG00000105221,ENST00000496089,ENSE00003553878
ENSG00000105221,ENST00000496089,ENSE00003573080
ENSG00000105221,ENST00000496089,ENSE00001869562
ENSG00000105221,ENST00000476247,ENSE00001948686
ENSG00000105221,ENST00000476247,ENSE00003581266
ENSG00000105221,ENST00000476247,ENSE00002702660
ENSG00000105221,ENST00000476247,ENSE00002688366
ENSG00000105221,ENST00000584288,ENSE00001597689
ENSG00000105221,ENST00000584288,ENSE00002725912
ENSG00000105221,ENST00000584288,ENSE00003564354
ENSG00000105221,ENST00000584288,ENSE00003663637
ENSG00000105221,ENST00000584288,ENSE00003669451
ENSG00000105221,ENST00000584288,ENSE00003647381
ENSG00000105221,ENST00000584288,ENSE00003480254
ENSG00000105221,ENST00000584288,ENSE00003471403
ENSG00000105221,ENST00000584288,ENSE00003555057
ENSG00000105221,ENST00000584288,ENSE00003607339
ENSG00000105221,ENST00000584288,ENSE00003466498
ENSG00000105221,ENST00000584288,ENSE00003553878
ENSG00000105221,ENST00000584288,ENSE00003573080
ENSG00000105221,ENST00000584288,ENSE00003496669
ENSG00000105221,ENST00000311278,ENSE00002282389
ENSG00000105221,ENST00000311278,ENSE00003514442
ENSG00000105221,ENST00000311278,ENSE00003786939
ENSG00000105221,ENST00000311278,ENSE00003566922
ENSG00000105221,ENST00000311278,ENSE00003653262
ENSG00000105221,ENST00000311278,ENSE00003693546
ENSG00000105221,ENST00000311278,ENSE00003535774
ENSG00000105221,ENST00000311278,ENSE00003480378
ENSG00000105221,ENST00000311278,ENSE00003560725
ENSG00000105221,ENST00000311278,ENSE00003581266
ENSG00000105221,ENST00000311278,ENSE00003513249
ENSG00000105221,ENST00000311278,ENSE00002262433
ENSG00000105221,ENST00000497948,ENSE00001889823
ENSG00000105221,ENST00000497948,ENSE00003581266
ENSG00000105221,ENST00000497948,ENSE00003513249
ENSG00000105221,ENST00000497948,ENSE00001827544
ENSG00000105221,ENST00000497948,ENSE00001837256
ENSG00000105221,ENST00000579047,ENSE00001597689
ENSG00000105221,ENST00000579047,ENSE00003564354
ENSG00000105221,ENST00000579047,ENSE00003597978
ENSG00000105221,ENST00000579047,ENSE00003566922
ENSG00000105221,ENST00000579047,ENSE00003653262
ENSG00000105221,ENST00000579047,ENSE00003693546
ENSG00000105221,ENST00000579047,ENSE00003535774
ENSG00000105221,ENST00000579047,ENSE00003480378
ENSG00000105221,ENST00000579047,ENSE00003665305
ENSG00000105221,ENST00000579047,ENSE00003560725
ENSG00000105221,ENST00000579047,ENSE00003581266
ENSG00000105221,ENST00000579047,ENSE00001821005
ENSG00000105221,ENST00000578615,ENSE00003893794
ENSG00000105221,ENST00000578615,ENSE00003786939
ENSG00000105221,ENST00000578615,ENSE00003566922
ENSG00000105221,ENST00000578615,ENSE00003653262
ENSG00000105221,ENST00000578615,ENSE00003535774
ENSG00000105221,ENST00000578615,ENSE00003480378
ENSG00000105221,ENST00000578615,ENSE00003665305
ENSG00000105221,ENST00000578615,ENSE00003560725
ENSG00000105221,ENST00000578615,ENSE00003581266
ENSG00000105221,ENST00000578615,ENSE00002716178
ENSG00000105221,ENST00000391845,ENSE00001594927
ENSG00000105221,ENST00000391845,ENSE00003480254
ENSG00000105221,ENST00000391845,ENSE00003471403
ENSG00000105221,ENST00000391845,ENSE00003555057
ENSG00000105221,ENST00000391845,ENSE00003607339
ENSG00000105221,ENST00000391845,ENSE00001714979
ENSG00000105221,ENST00000486647,ENSE00001816926
ENSG00000105221,ENST00000486647,ENSE00003607339
ENSG00000105221,ENST00000486647,ENSE00001865095
ENSG00000105221,ENST00000578282,ENSE00002687225
ENSG00000105221,ENST00000578282,ENSE00003555057
ENSG00000105221,ENST00000578282,ENSE00001865095
ENSG00000105221,ENST00000579345,ENSE00002699726
ENSG00000105221,ENST00000579345,ENSE00003555057
ENSG00000105221,ENST00000579345,ENSE00003607339
ENSG00000105221,ENST00000579345,ENSE00001865095
ENSG00000105221,ENST00000480878,ENSE00003480254
ENSG00000105221,ENST00000480878,ENSE00003471403
ENSG00000105221,ENST00000480878,ENSE00003555057
ENSG00000105221,ENST00000480878,ENSE00003607339
ENSG00000105221,ENST00000480878,ENSE00002728308
ENSG00000105221,ENST00000580878,ENSE00002684917
ENSG00000105221,ENST00000580878,ENSE00003555057
ENSG00000105221,ENST00000580878,ENSE00002723540
ENSG00000105221,ENST00000580878,ENSE00002689600
ENSG00000105221,ENST00000578310,ENSE00002712275
ENSG00000105221,ENST00000578310,ENSE00002695733
ENSG00000105221,ENST00000601166,ENSE00002992449
ENSG00000105221,ENST00000601166,ENSE00003566922
ENSG00000105221,ENST00000601166,ENSE00003653262
ENSG00000105221,ENST00000601166,ENSE00003199617
ENSG00000105221,ENST00000601166,ENSE00003543870
ENSG00000105221,ENST00000601166,ENSE00003098197
ENSG00000105221,ENST00000492463,ENSE00001920180
ENSG00000105221,ENST00000492463,ENSE00003564354
ENSG00000105221,ENST00000492463,ENSE00003663637
ENSG00000105221,ENST00000492463,ENSE00003669451
ENSG00000105221,ENST00000492463,ENSE00003647381
ENSG00000105221,ENST00000492463,ENSE00003480254
ENSG00000105221,ENST00000492463,ENSE00002701853
ENSG00000105221,ENST00000537834,ENSE00002283637
ENSG00000105221,ENST00000537834,ENSE00003668916
ENSG00000105221,ENST00000537834,ENSE00003564354
ENSG00000105221,ENST00000537834,ENSE00003510957
ENSG00000105221,ENST00000537834,ENSE00003567504
ENSG00000105221,ENST00000537834,ENSE00003647381
ENSG00000105221,ENST00000537834,ENSE00002246930
ENSG00000105221,ENST00000491778,ENSE00002710380
ENSG00000105221,ENST00000491778,ENSE00003786939
ENSG00000105221,ENST00000491778,ENSE00002720627
ENSG00000105221,ENST00000491778,ENSE00003567504
ENSG00000105221,ENST00000491778,ENSE00003647381
ENSG00000105221,ENST00000491778,ENSE00001872622
ENSG00000105221,ENST00000578975,ENSE00002689468
ENSG00000105221,ENST00000487537,ENSE00003892730
ENSG00000105221,ENST00000487537,ENSE00003564354
ENSG00000105221,ENST00000487537,ENSE00003510957
ENSG00000105221,ENST00000487537,ENSE00003567504
ENSG00000105221,ENST00000487537,ENSE00001882796
ENSG00000105221,ENST00000441941,ENSE00001609823
ENSG00000105221,ENST00000441941,ENSE00003641454
ENSG00000105221,ENST00000441941,ENSE00003514442
ENSG00000105221,ENST00000441941,ENSE00003786939
ENSG00000105221,ENST00000441941,ENSE00003566922
ENSG00000105221,ENST00000441941,ENSE00002721882
ENSG00000105221,ENST00000672879,ENSE00003893205
ENSG00000105221,ENST00000672879,ENSE00003564354
ENSG00000105221,ENST00000672879,ENSE00003510957
ENSG00000105221,ENST00000672879,ENSE00003567504
ENSG00000105221,ENST00000672879,ENSE00003888734
ENSG00000105221,ENST00000486368,ENSE00002715594
ENSG00000105221,ENST00000486368,ENSE00003641454
ENSG00000105221,ENST00000486368,ENSE00003514442
ENSG00000105221,ENST00000486368,ENSE00003786939
ENSG00000105221,ENST00000486368,ENSE00003566922
ENSG00000105221,ENST00000486368,ENSE00002697648
ENSG00000105221,ENST00000596634,ENSE00003075569
ENSG00000105221,ENST00000596634,ENSE00003641454
ENSG00000105221,ENST00000596634,ENSE00003514442
ENSG00000105221,ENST00000596634,ENSE00003786939
ENSG00000105221,ENST00000596634,ENSE00003566922
ENSG00000105221,ENST00000596634,ENSE00003106017
ENSG00000105221,ENST00000452077,ENSE00001795741
ENSG00000105221,ENST00000452077,ENSE00003641454
ENSG00000105221,ENST00000452077,ENSE00003514442
ENSG00000105221,ENST00000452077,ENSE00003786939
ENSG00000105221,ENST00000452077,ENSE00001663054
ENSG00000105221,ENST00000392037,ENSE00001510507
ENSG00000105221,ENST00000392037,ENSE00003514442
ENSG00000105221,ENST00000392037,ENSE00003786939
ENSG00000105221,ENST00000392037,ENSE00001510506
ENSG00000105221,ENST00000416362,ENSE00001713300
ENSG00000105221,ENST00000416362,ENSE00001626775
ENSG00000105221,ENST00000416362,ENSE00001709472
ENSG00000105221,ENST00000416362,ENSE00003641454
ENSG00000105221,ENST00000416362,ENSE00003514442
ENSG00000105221,ENST00000416362,ENSE00003786939
ENSG00000105221,ENST00000416362,ENSE00001658082
ENSG00000105221,ENST00000578123,ENSE00002727887
ENSG00000105221,ENST00000578123,ENSE00003641454
ENSG00000105221,ENST00000578123,ENSE00003514442
ENSG00000105221,ENST00000578123,ENSE00003786939
ENSG00000105221,ENST00000578123,ENSE00002685118
ENSG00000105221,ENST00000672890,ENSE00003894837
ENSG00000105221,ENST00000672890,ENSE00003641454
ENSG00000105221,ENST00000672890,ENSE00003514442
ENSG00000105221,ENST00000672890,ENSE00003786939
ENSG00000105221,ENST00000672890,ENSE00003895482
ENSG00000105221,ENST00000423127,ENSE00001720170
ENSG00000105221,ENST00000423127,ENSE00001604380
ENSG00000105221,ENST00000423127,ENSE00001803170
ENSG00000105221,ENST00000423127,ENSE00003641454
ENSG00000105221,ENST00000423127,ENSE00003514442
ENSG00000105221,ENST00000423127,ENSE00003786939
ENSG00000105221,ENST00000423127,ENSE00001675102
ENSG00000105221,ENST00000358335,ENSE00002697633
ENSG00000105221,ENST00000358335,ENSE00003641454
ENSG00000105221,ENST00000358335,ENSE00003514442
ENSG00000105221,ENST00000358335,ENSE00002729222
ENSG00000105221,ENST00000358335,ENSE00001477535
ENSG00000105221,ENST00000456441,ENSE00001790982
ENSG00000105221,ENST00000456441,ENSE00001690625
ENSG00000105221,ENST00000456441,ENSE00003641454
ENSG00000105221,ENST00000456441,ENSE00003514442
ENSG00000105221,ENST00000456441,ENSE00003786939
ENSG00000105221,ENST00000456441,ENSE00001712857
ENSG00000105221,ENST00000583859,ENSE00002698195
ENSG00000105221,ENST00000583859,ENSE00003641454
ENSG00000105221,ENST00000583859,ENSE00003514442
ENSG00000105221,ENST00000583859,ENSE00003786939
ENSG00000105221,ENST00000583859,ENSE00002691218
ENSG00000105221,ENST00000580747,ENSE00002731089
ENSG00000105221,ENST00000580747,ENSE00003641454
ENSG00000105221,ENST00000580747,ENSE00003514442
ENSG00000105221,ENST00000580747,ENSE00003786939
ENSG00000105221,ENST00000416994,ENSE00001785410
ENSG00000105221,ENST00000416994,ENSE00003641454
ENSG00000105221,ENST00000416994,ENSE00003514442
ENSG00000105221,ENST00000416994,ENSE00003786939
ENSG00000105221,ENST00000427375,ENSE00001770505
ENSG00000105221,ENST00000427375,ENSE00001709472
ENSG00000105221,ENST00000427375,ENSE00003641454
ENSG00000105221,ENST00000427375,ENSE00003514442
ENSG00000105221,ENST00000427375,ENSE00001656304
ENSG00000105221,ENST00000498350,ENSE00001861182
ENSG00000105221,ENST00000498350,ENSE00001832804
ENSG00000105221,ENST00000581582,ENSE00002689252
ENSG00000105221,ENST00000581582,ENSE00002708759
ENSG00000139515,ENST00000381033,ENSE00001487306
ENSG00000139515,ENST00000381033,ENSE00000938517
ENSG00000099949,ENST00000414985,ENSE00001505642
ENSG00000099949,ENST00000414985,ENSE00003619328
ENSG00000099949,ENST00000414985,ENSE00003508485
ENSG00000099949,ENST00000414985,ENSE00003531145
ENSG00000099949,ENST00000414985,ENSE00003822932
ENSG00000099949,ENST00000414985,ENSE00003817880
ENSG00000099949,ENST00000414985,ENSE00003816847
ENSG00000099949,ENST00000414985,ENSE00001638148
ENSG00000099949,ENST00000700578,ENSE00003980200
ENSG00000099949,ENST00000700578,ENSE00003619328
ENSG00000099949,ENST00000700578,ENSE00003508485
ENSG00000099949,ENST00000700578,ENSE00003677839
ENSG00000099949,ENST00000700578,ENSE00003470272
ENSG00000099949,ENST00000700578,ENSE00003569152
ENSG00000099949,ENST00000700578,ENSE00003673759
ENSG00000099949,ENST00000700578,ENSE00003532860
ENSG00000099949,ENST00000700578,ENSE00003656947
ENSG00000099949,ENST00000700578,ENSE00003660441
ENSG00000099949,ENST00000700578,ENSE00003459928
ENSG00000099949,ENST00000700578,ENSE00003459800
ENSG00000099949,ENST00000700578,ENSE00003623090
ENSG00000099949,ENST00000700578,ENSE00003489826
ENSG00000099949,ENST00000700578,ENSE00003502709
ENSG00000099949,ENST00000700578,ENSE00003599943
ENSG00000099949,ENST00000700578,ENSE00003542765
ENSG00000099949,ENST00000700578,ENSE00003578472
ENSG00000099949,ENST00000700578,ENSE00003636692
ENSG00000099949,ENST00000700578,ENSE00003831251
ENSG00000099949,ENST00000493460,ENSE00001868877
ENSG00000099949,ENST00000493460,ENSE00003827316
ENSG00000099949,ENST00000493460,ENSE00003820256
ENSG00000099949,ENST00000646124,ENSE00003814803
ENSG00000099949,ENST00000646124,ENSE00003619328
ENSG00000099949,ENST00000646124,ENSE00003508485
ENSG00000099949,ENST00000646124,ENSE00003677839
ENSG00000099949,ENST00000646124,ENSE00003470272
ENSG00000099949,ENST00000646124,ENSE00003569152
ENSG00000099949,ENST00000646124,ENSE00003673759
ENSG00000099949,ENST00000646124,ENSE00003532860
ENSG00000099949,ENST00000646124,ENSE00003656947
ENSG00000099949,ENST00000646124,ENSE00003660441
ENSG00000099949,ENST00000646124,ENSE00003459928
ENSG00000099949,ENST00000646124,ENSE00003459800
ENSG00000099949,ENST00000646124,ENSE00003623090
ENSG00000099949,ENST00000646124,ENSE00003489826
ENSG00000099949,ENST00000646124,ENSE00003502709
ENSG00000099949,ENST00000646124,ENSE00003599943
ENSG00000099949,ENST00000646124,ENSE00003542765
ENSG00000099949,ENST00000646124,ENSE00003578472
ENSG00000099949,ENST00000646124,ENSE00003636692
ENSG00000099949,ENST00000646124,ENSE00003634607
ENSG00000099949,ENST00000646124,ENSE00003980199
ENSG00000099949,ENST00000443265,ENSE00001675970
